"indian state rolls out wireless broadband , government in south indian state of kerala sets up wireless kiosks as part of initiative to bridge digital divide",0
"china 's red flag linux to focus on enterprise , red flag software co , the company behind china 's leading linux client distribution , plans to focus more on its server operating system and enterprise customers , the company 's acting president said",0
"aol properties sign girafa for thumbnail search images , aol properties sign girafa for thumbnail search images girafa com inc announced today that the compuserve , netscape , aim and icq properties of america online , inc , have signed an agreement with girafa to use girafa 's thumbnail search images as an integrated part of their search results using girafa 's thumbnail search service , search users can",0
"cassini spies two little saturn moons \( ap \) , ap nasa 's cassini spacecraft has spied two new little moons around satellite rich saturn , the space agency said monday",0
"nobel laureate decries stem cell limits \( ap \) , ap a nobel laureate in medicine said monday the bush administration 's limits on funding for embryonic stem cell research effectively have stopped the clock on american scientists' efforts to develop treatments for a host of chronic , debilitating diseases",0
"consumers would pay in phone proposal , a proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers lt font face verdana , ms sans serif , arial , helvetica size 2 color 666666 gt lt b gt the washington post lt b gt lt font gt",0
"intel delays launch of projection tv chip , in another product postponement , semiconductor giant intel corp said it wo n't be offering a chip for projection tvs by the end of 2004 as it had announced earlier this year",0
"china cracks down on quot phone sex quot services , beijing , aug 17 \( xinhuanet \) china is carrying out a nationwide campaign to crack down on quot phone sex quot services , paralleling another sweeping operation against internet pornography , minister of information industry wang xudong said here tuesday",0
"tgn sync proposes new wlan standard , the battle over home entertainment networking is heating up as a coalition proposes yet another standard for the ieee 39 s consideration",0
"ibm buys two danish services firms , ibm said tuesday it has acquired a pair of danish it services firms as part of its effort to broaden its presence in scandinavia as a result of the moves , ibm will add about 3 , 700 it staffers to its global head count financial terms of",0
"motorola and hp in linux tie up , motorola plans to sell mobile phone network equipment that uses linux based code , a step forward in network gear makers 39 efforts to rally around a standard",0
"microsoft pushes off sp2 release , microsoft will delay the release of its sp2 update for another week to fix software glitches but not everyone is quite so eager to install the sp2 update for windows xp in fact , many companies have demanded the ability to prevent their",0
"cassini space probe spots two new saturn moons \( reuters \) , reuters two new moons were spotted around saturn by the cassini space probe , raising the total to 33 moons for the ringed planet , nasa said on monday",0
"ibm adds midrange server to eserver lineup , the new ibm power5 eserver i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions",0
"ipod comparison , newsday 146 s stephen williams reports on seeing sony 146 s nw hd1 audio player in a store 147 145 how 146 s it compare to the ipod \? 146 i asked a salesman 145 battery life is a lot longer , up to 30 hours , 146 he said 145 the lcd readout is kind of dim , 146 i said 146 battery life is a lot longer , 146 he said 145 i understand it can 146 t play mp3 files , 146 i said 145 battery life is a lot longer , 146 he said 148 aug 17",0
"amd ships notebook chips , it wasn 39 t the first to go small , and it won 39 t be the biggest producer , but amd 39 s \( quote , chart \) 64 bit 90 nanometer \( nm \) chips are expected to make waves in the semiconductor pool",0
"ibm seeks to have sco claims dismissed \( newsfactor \) , newsfactor ibm \( nyse ibm \) has again sought to have the pending legal claims by the sco group dismissed according to a motion it filed in a u s district court , ibm argues that sco has no evidence to support its claims that it appropriated confidential source code from unix system v and placed it in linux",0
"real targets ipod with download price cut , realnetworks has kicked off what it claims is the biggest online music sale in history for a limited time , every song in the firm 39 s realplayer music store can be downloaded for 49 cents , with most albums available for 4 99",0
"10 features for a perfect browser , there are some great browsers out there but they all seem to have some slight niggles , different for each , that make it hard for me to kick back and enjoy them while there are some projects out there to make browsers more useful for some specialised purposes or by bolting on handy extensions , would n't it be great if these people could come up with a standardised set of nice features like these \? a lot of browsers may support one or two , but i 'll bet none have them all",0
"cops test handheld fingerprint reader , several minnesota police departments are field testing a handheld device that scans a suspect 's fingerprint and digitally checks it against minnesota 's criminal history and fingerprint database",0
"small computers can have multiple personalities , too , boston the jury is still out on whether a computer can ever truly be intelligent , but there is no question that it can have multiple personalities it 39 s just a matter of software we usually think of the processor chip as the brains of a computer the",1
"sun postpones september user show , sun microsystems inc has decided to postpone its september sunnetwork 2004 san francisco user conference , and is contemplating merging the event with its javaone 2005 developer conference , scheduled for the end of june 2005",0
"oracle launches business integlligence 10g , oracle introduced a new bi platform yesterday , business intelligence 10g that rolls up into one solution all of their bi tools however , more interesting than the nitty gritty details of what is included is the back story taking place at the same time",0
"microsoft finalises three year government deal , hot on the heels of its 10 year strategic partnership with the london borough of newham , microsoft is close to signing a new broad three year public sector agreement with the government",0
"nasa confident of debris solution , six months before nasa plans to return the shuttle to space , officials think they 39 ve essentially solved the problem that doomed columbia in 2003 debris coming off its fuel",0
"drive maker files counterclaims in patent suit , cornice blasts seagate 's suit over patents for tiny hard drives used in portable gadgets",0
"hp moves network scanning software into beta , chicago hewlett packard \( hp \) has moved its active counter measures network security software into beta tests with a select group of european and north american customers in hopes of readying the product for a 2005 release , an hp executive said at the hp world conference here in chicago wednesday",0
"strong family equals strong education , single mothers , poverty were big factors in school performance healthdaynews american teenagers who live with poor single mothers are more likely to get into trouble at school and have poor marks and are less likely to think they 'll go to college , says a rice university study holly heard , an assistant professor of sociology , analyzed data from thousands of teens who took part in the national longitudinal study of adolescent health",0
"netratings survey shows broadband users now a majority in us , august 18 , 2004 \( idg news service \) a majority of us home internet users now have broadband , according to a survey by netratings inc",0
"stunt pilots to save sun dust , it promises to be a scene worthy of a science fiction spectacular a space probe carrying primordial material scooped from outer space starts to plunge towards our planet but before it can strike , a helicopter flown by a hollywood stunt",0
"intuit posts wider loss after charge \( reuters \) , reuters intuit inc \( intu o \) , maker of the no 1 u s tax presentation software turbotax , on wednesday posted a wider quarterly loss after taking a goodwill impairment charge during its seasonally weaker fourth quarter",0
"alaska wildfires grow to record 5 million acres \( reuters \) , reuters wildfires have scorched over 5 million acres in alaska as of tuesday , forestry officials said , a new record that signals possible changes in climate conditions and the composition of the vast forests",0
"hurricane center 39 s projection on charley not far off , data show , fort lauderdale , fla \( krt \) despite criticism that it should have better anticipated hurricane charley 39 s rapid intensification and quick turn , the national hurricane center 39 s forecast wasn 39 t that far off , a preliminary post mortem shows",0
"lloyds tsb cashes in on voip , lloyds tsb is gearing up to roll out one of the largest converged networks in europe , a 500m 70 , 000 phone voip infrastructure linking all the bank 39 s branches and cash points",0
"netapp ceo no storage spending shortfall \( techweb \) , techweb customers are decoupling storage from server purchases , which explains why emc and netapp earnings were up and why sun and hp were flat or down , warmenhoven says",0
"bill clinton helps launch search engine , former president bill clinton on monday helped launch a new internet search company backed by the chinese government which says its technology uses artificial intelligence to produce better results than google inc",0
"survey napster , itunes beat other download brands \( maccentral \) , maccentral market research company ipsos insight on tuesday announced the results of tempo , a quarterly survey of digital music behaviors according to the report , consumers aged 12 and older in the united states were as likely to be aware of apple computer inc 's itunes music store and napster 2 0 when it came to recognizing digital music download brands each music service registered 20 percent of what tempo refers to as top of mind awareness",0
"most us homes have broadband connections , while the total number of home internet users has reached a plateau in the us , those who do use the internet are adopting broadband at a rapid pace , according to marc ryan , senior director of analysis at the audience measurement company",0
"bluetooth flying bot creates buzz , the latest tiny flying robot that could help in search and rescue or surveillance has been unveiled in japan",0
"caterpillar snaps up another remanufacturer of engines , peoria caterpillar inc said wednesday it will acquire a south carolina remanufacturer of engines and automatic transmissions , increasing its us employment base by 500 people",0
"explorers find ancient city in remote peru jungle \( reuters \) , reuters an ancient walled city complex inhabited some 1 , 300 years ago by a culture later conquered by the incas has been discovered deep in peru 's amazon jungle , explorers said on tuesday",0
"drugstore offers new wave of disposable cameras , new york \( reuters \) pharmacy chain cvs corp on thursday said it would offer the world 's first disposable digital camera with a bright color viewing screen that allows consumers to instantly preview pictures",0
"ciena posts a loss , forecasts flat sales , lt p gt lt p gt lt p gt by deborah cohen lt p gt lt p gt chicago \( reuters \) telecommunications equipment makerciena corp lt cien o gt on thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sales inthe current quarter would be little changed from the thirdquarter lt p gt",0
"u s broadband penetration tops 51 , by anick jesdanun new york \( ap \) the number of americans who get on the internet via high speed lines has now equaled the number using dial up connections july measurements from nielsen netratings placed the broadband audience at 51 percent of the u s",0
"ecuadorean lawsuit vs texaco boils down to science \( reuters \) , reuters after a decade of court battles , lawyers on wednesday took a lawsuit by ecuadorean indians accusing u s oil firm chevrontexaco corp of polluting the amazon jungle into the field",1
"priceline , ramada to make sites more accessible to blind , in one of the first enforcement actions of the americans with disabilities act on the internet , two major travel services have agreed to make sites more accessible to the blind and visually impaired",0
"atlantis evidence found in spain , ireland , in 360 b c the greek philosopher plato described an island he called atlantis now contradicting new evidence claims the fabled city state was based on a real place",3
"groups eager to meet with bush , kerry \( ap \) , ap organizations representing the nation 's 3 million scientists , engineers and doctors have invited both presidential candidates to have a word with them 151 online",0
"court file swapping software not liable for copyright violations , the makers of two leading file sharing programs are not legally liable for the songs , movies and other copyright works swapped online by their users , a federal appeals court ruled thursday in a stinging blow to the entertainment industry",1
"cisco flaw leaves router vulnerable to attack , cisco systems issued a security advisory warning that some networks using its routers may be vulnerable to denial of service attacks devices running internetwork operating system and enabled for the open shortest path first \( ospf \)",0
"scientists study the hudson river \( ap \) , ap scientists are plunking a series of high tech sensors into the hudson river in an effort to unravel mysteries of the murky waterway",0
"study to examine effects of ship waste \( ap \) , ap a team of scientists is traveling a 600 mile stretch of the inside passage this month to study the effects of cruise ship waste and other contaminants in southeast alaska waters",0
"apple recalls 28 , 000 batteries , apple has issued a safety recall for 28 , 000 batteries for its powerbook notebooks , saying they posed a potential fire hazard",0
"genesis spacecraft prepares to return to earth with a piece of the sun , in a dramatic ending that marks a beginning in scientific research , nasa 's genesis spacecraft is set to swing by earth and jettison a sample return capsule filled with particles of the sun that may ultimately tell us more about the genesis of our solar system",0
"life without numbers in a unique amazon tribe , 11 2 mathematics doesn 39 t get any more basic than this , but even 11 would stump the brightest minds among the piraha tribe of the amazon",0
"p2p services in the clear , in a major setback for the music and movie industries , a federal appeals court upholds a lower court 's decision in the infamous grokster case , ruling peer to peer services morpheus and grokster are not liable for the copyright infringement of their users by katie dean",0
"swap your pc , or your president , the producer of ads featuring pc users who switched to macs is applying the same tactic to political commercials this time , he 'll focus on former backers of president bush , recruited online , who 've changed their political allegiance by louise witt",0
"google scores first day bump of 18 \( usatoday com \) , usatoday com even a big first day jump in shares of google \( goog \) could n't quiet debate over whether the internet search engine 's contentious auction was a hit or a flop",0
"understanding google adwords , understanding google adwords unlike many search engines google , to its credit , clearly denotes search listings that are paid placement in fact , google adwords appear in a separate section down the left side of the screen google adwords provide an inexpensive advertising venue for businesses to advertise products or services to a targeted",0
"service packs , senators and civil liberties , lt strong gt letters lt strong gt the bulging postbag gives up its secrets",0
"dogs in training to sniff out cancer , experts have trained unwanted dogs into supersniffers that can detect drugs or bombs now they 're focusing on a new threat 151 prostate cancer",3
"report consumers tuning in to plasma tvs , first quarter shipments of plasma televisions in the united states more than doubled from the previous year , according to research firm isuppli prices fell by nearly 1 , 000 over the same period",0
"one in four servers to run linux by 2008 , in a report , the research firm painted a bright future for the open source operating system , claiming that shipments of servers running linux and revenues from those shipments will rise significantly over the next five years",0
"apple recalls flaming 15 inch powerbook g4 battery , the affected batteries could overheat , posing a fire hazard apple received four reports of these batteries overheating no injuries have been reported",0
"rosetta mission sniffing a comet , the european rosetta mission will sample a comet as it tries to harpoon and hook onto its surface a specially designed oven will cook the comet in analogy to sniffing for recognizable elements",0
"video game makers go hollywood uh oh , ovie producers are often criticized for running at the sight of original ideas , preferring instead to milk plays , books , news events , toys and even video games for their screenplays",3
"amazon to buy chinese retailer joyo com , internet retailer amazon com inc said on thursday that it will buy joyo com ltd , which runs some of china 39 s biggest retail web sites , for about 75 million to gain entry into china 39 s fast growing market",1
"salesforce com 2q profit up sharply , software developer salesforce com inc posted a sharp rise in second quarter profit on better than expected revenue during its first quarter as a public company , but investors shunned the stock in late trading",1
"press start for nostalgia , like led zeppelin 39 s 39 39 stairway to heaven 39 39 and lynyrd skynyrd 39 s 39 39 freebird , 39 39 classic video games like frogger and pong can bring back an entire era",2
"agency reports climate change major problem , rising sea levels , disappearing glaciers in the alps and more deadly heat waves are coming for europeans because of global warming , europes environmental agency warned wednesday",0
"more evidence for past water on mars , summary \( aug 22 , 2004 \) nasa 39 s spirit rover has dug up plenty of evidence on slopes of quot columbia hills quot that water once covered the area",0
"wiretapping on the net who pays \? , new york at first glance , it might seem like the simple extension of a standard tool in the fight against the bad guys but in fact , wiretapping internet phones to monitor criminals and terrorists is costly",1
"prototype copter cam here , there , everywhere , it can only remain aloft for three minutes but weighs less than an empty soft drink can and it can take and transmit pictures in flight",1
"stopping spam at the source , new antispam technology standards are on the way that promise to hit spammers where it hurts the most their wallets at issue is the ability to authenticate the original source of e mail messages , a major",0
"new fat busting microwave oven unveiled , tokyo \( reuters \) eyeing up that juicy steak but worried about your waistline \? japanese electronics maker sharp corp lt a href http www reuters co uk financequotelookup jhtml \? ticker 6753 t qtype sym infotype info qcat news gt 6753 t lt a gt says it has developed a new fat busting microwave oven that can melt some of your worries away",0
"students crazy about ipod follow the music to apple laptops \( usatoday com \) , usatoday com apple 's trendy ipod digital music player , which has revitalized the company , is giving laptop sales a boost during back to school season",0
"stunt pilots to snag a falling nasa craft , nasa 39 s three year effort to bring some genuine star dust back to earth is set for a dramatic finale sept 8 when hollywood helicopter pilots will attempt a midair retrieval",0
"does nick carr matter \? , strategybusiness concludes that a controversial new book on the strategic value of information technology is flawed but correct",1
"windows upgrade causing campus headaches , microsoft corp 39 s decision to release a major upgrade for its flagship operating system in the same month that hundreds of thousands of students are reporting to college campuses across the",0
"intel cuts pentium 4 prices , the newest p4 chips drop in price by 18 percent to 35 percent a host of other chips are cheaper now as well",0
"record biz hammers 39 ostrich 39 downloaders , the music industry in the us is making great strides in its campaign against people it says have illegally downloaded music , with courts awarding huge settlements in many cases",0
"obesity solution nuke it , eying that juicy steak but worried about your waistline \? sharp says it has developed a new fat busting microwave oven that can melt some of your worries away",0
"e commerce still booming , online retail sales continue to show significant growth , according to the latest figures released by the us department of commerce",0
"lycos offers people and discussion search , terra lycos sa introduced two search tools on its lycos u s internet site on monday as part of a recently announced strategy to focus on services that allow users to connect with others",0
"wiretaps may mute nextel rivals , fed up with technical excuses , fbi wants carriers to support eavesdropping capabilities for push to talk technology now",3
"partnership connects wi fi users in the sky , wi fi is going sky high thanks to a deal forged between enterprise internet service provider ipass and connexion by boeing under the deal , ipass 39 s 528 , 000 plus wi fi enterprise customers will",0
"eds is charter member of siebel bpo alliance \( newsfactor \) , newsfactor siebel systems \( nasdaq sebl \) has named eds as the charter partner in siebels' new business process outsourcing \( bpo \) global strategic alliance program the agreement expands the relationship between eds and siebel to provide a set of high value managed products and service offerings targeted at the bpo and customer relationship management \( crm \) marketplaces",0
"new russian us team to leave for iss in october , moscow \( afp \) a new russian us team for the international space station \( iss \) will take off from the baikonur space station in the former soviet republic of kazakhstan in october , russian space officials said the three person team , due to be approved on thursday , will leave for the iss on board a russian soyuz tma 5 spacecraft , russia 's federal space agency , roskosmos said on its website",0
"obesity raises risk for 9 different types of cancer , by lauran neergaard washington \( ap \) heart disease and diabetes get all the attention , but expanding waistlines increase the risk for at least nine types of cancer , too and with the obesity epidemic showing no signs of waning , specialists say they need to better understand how fat cells fuels cancer growth so they might fight back",0
"microsoft use script to block windows xp sp2 updates , microsoft has offered up yet another way for businesses to block the automatic update of windows xp to the big deal service pack 2 \( sp2 \) upgrade",0
"cisco buys ip platform maker , network equipment giant cisco systems \( quote , chart \) is buying ip platform specialist p cube for 200 million in cash and stock p cube 39 s technology helps telecom carriers , cable operators and isps manage",0
"sap gets 35 million post office pact , sap has landed a 35 million deal to help the us postal service overhaul its human resources systems according to sources close to the deal , the agreement includes a 21 million consulting component , and",0
"intel drops prices on computer chips , san francisco intel corp has cut prices on its computer chips by as much as 35 percent , though analysts on monday said the cuts were probably unrelated to swelling inventories of the world 39 s largest chip maker",0
"sap awarded 35 million postal service contract , the postal service , which employs more than a third of the civilian employees of the federal government , chose sap after a multi year evaluation , it said",0
"39 marathon mouse 39 doubles stamina , scientists in the united states have genetically engineered mice which can run twice as far as normal before becoming exhausted the researchers say their finding could lead to drugs or gene",0
"marathoning mice could have olympian effects on obesity , a molecular switch known to regulate fat metabolism appears to prevent obesity and turns laboratory mice into marathon runners , a salk institute study has found",0
"no ie \? no can see , one thing that 39 s always irritated those who don 39 t choose to use internet explorer is finding a website that requires ie such complaints seem to have grown all the more passionate now security concerns are driving more users to consider ie alternatives",0
"iran shuts reformist websites , websites close to iran 39 s leading reformist party have been blocked by religious hardliners in the police bureau of public morals",0
"arctic team finds ship remains , a team retracing the route of a group of victorian arctic explorers have found parts of their 172 year old ship",0
"vonage calls on linksys for voip , linksys will provide broadband to phone adapters and , eventually , wi fi equipment",0
"vonage calls on linksys for voip \( pc world \) , pc world linksys will provide broadband to phone adapters and , eventually , wi fi equipment",0
"intel slashes itanium prices as madison looms , intel has slashed prices across the board as it prepares to get behind new processor lines due this autumn the itanium server line has seen cuts of over 30 per cent , while prices for intel 39 s fastest business",0
"martian weather blamed for loss of beagle 2 , description an investigation into the loss of britain 39 s beagle 2 spacecraft last december suggests the cause may have been unusual martian weather",0
"cisco reaches high and low , new york cisco systems is aggressively trying to build its presence in key growth markets , and it 39 s using both new products and new acquisitions to do it",1
"cisco to acquire p cube for 200m , san jose , calif cisco systems inc said it has agreed to acquire p cube for 200 million in stock and cash to enable service providers to further control and manage such advanced internet protocol services",0
"cisco and microsoft partner for crm , 8 24 2004 cisco systems yesterday announced a new customer relationship management \( crm \) communications connector for microsofts crm offering",0
"apple tops in customer satisfaction , dell comes in a close second , while gateway shows improvement , study says",0
"linksys , netgear prep soho voip kit , wlan kit makers linksys and netgear have rolled out consumer and small business oriented wireless access points with integrated voice over ip \( voip \) support",0
"tiny telescope detects a giant planet , a tiny telescope has spotted a giant planet circling a faraway star , using a technique that could open a new phase of planetary discovery , scientists say",0
"playboy posts unused google excerpt to web site \( reuters \) , reuters playboy magazine on tuesday posted to its web site an unpublished portion from its interview with google 's founders , which raised regulatory eyebrows not for what it revealed , but for its timing just before the internet search engine 's much anticipated initial public offering",0
"epa u s waterways contain polluted fish \( ap \) , ap one of every three lakes in the united states , and nearly one quarter of the nation 's rivers contain enough pollution that people should limit or avoid eating fish caught there",0
"barents sea under threat from fishing , oil \( reuters \) , reuters the arctic barents sea is under threat from overfishing , oil and gas exploration and soviet era radioactive waste , the u n environment program said on tuesday",0
"ascap shakes down burning man for music royalties , los angeles , ca officials from ascap today indicated they intend to pursue music royalties from the organizers of burning man , an artist 's gathering and celebration held over the labor day holiday near reno , nv the unconventional event , held annually since 1986 , has never paid fees for any of the music played at the event , says ascap we intend to pursue all available avenues to get this issue resolved , said tony wilcox , ascap spokesperson",3
"internosis will relocate to greenbelt in october , internosis inc , an information technology company in arlington , plans to move its headquarters to greenbelt in october the relocation will bring 170 jobs to prince george 's county",0
"microsoft offers sp2 compatibility guide , security focused windows xp update can be tough on applications guidelines are meant to help professionals test and mitigate",0
"site security gets a recount at rock the vote , grassroots movement to register younger voters leaves publishing tools accessible to outsiders",1
"sony reveals some specs for psp handheld , the playstation portable is going to have one complex processor running the show for games and multimedia",0
"study apple , dell lead pc customer satisfaction index , the pc industry is doing a better job this year of satisfying its u s customers , and better technical support and easier to use hardware seem to have made a difference , according to the american customer satisfaction index",0
"un organizes open source software day across asia , the united nations , through its international open source network \( iosn \) will organize the first annual software freedom day on saturday in an effort to educate asian users about the benefits of free and open source software \( foss \) and encourage its wider use in the region",0
"european union extends review of microsoft deal , by paul geitner brussels , belgium \( ap \) software giant microsoft corp \( msft \) and the media and entertainment powerhouse time warner inc",0
"jamaican government to provide free internet access in poor lt b gt lt b gt , jamaica 39 s government on tuesday announced a us 5 million \( jamaican 308 million \) plan to provide free internet access in poor communities across the island",0
"dragging the net for cyber criminals , in an attempt to stem the growing tide of online scams , identity theft and the proliferation of junk e mail , the justice department and state law enforcement officials have initiated what seems to be the largest dragnet yet against spammers , so called phishers and other internet con artists lt font face verdana , ms sans serif , arial , helvetica size 2 color 666666 gt lt b gt washingtonpost com lt b gt lt font gt",0
"eu to probe microsoft time warner buy , the decision is a setback for the two companies and their plan to acquire contentguard , a digital rights management firm",0
"is google the next netscape \? , is google the next netscape \? to draw a parallel between netscape 038 google in their fight against microsoft , it is necessary to examine the various similarities between the two situations and see if the tactics that worked then will work now",0
"tiny telescope 39 s big discovery opens new doors , washington a tiny telescope has spotted a giant planet circling a faraway star , using a technique that could open a new phase of planetary discovery",0
"news us cracks down on spam mountain , john ashcroft , the attorney general of the us , is expected to announce on thursday dozens of lawsuits against alleged spammers following a low key campaign against the practise across the us",0
"ntt docomo , motorola tie up on 3g handsets , ntt docomo will release a handset compatible with non japanese cellular networks and with its own 3g \( third generation \) mobile network early next year",0
"vonage awash in venture capital , voip \( define \) upstart vonage has quickly amassed another 105 million from venture capitalists and is looking to latin america and asia to accelerate an already torrid growth rate",0
"best software overhauls act , best softwarelaunched this week an overhaul of its act contact management software , adding to the product line a second version with more scalability and advanced functionality",0
"gartner q2 server shipments rise on sun , dell strength , server shipments and revenue increased in the second quarter , with low cost servers based on linux or the windows operating system growing faster than their unix counterparts , according to research firm gartner inc",0
"us raids net song swappers , us agents have raided the homes of five people who allegedly traded hundreds of thousands of songs , movies and other copyrighted material over the internet , attorney general john ashcroft says",0
"dell may soon unveil more consumer goods analyst \( reuters \) , reuters dell inc \( dell o \) , the world 's largest pc maker , could announce an expanded selection of its consumer electronics line in the next several weeks , a retail industry analyst said on wednesday",0
"news fbi seizes computers in first ever criminal action against p2p network , the associated press by curt anderson",0
"mmo2 announces 3g mobile data network launch , customers will be able to download film clips , audio and video , interactive multiplayer games , multimedia music tracks , quot push to watch quot services , as well as access large e mail attachments",0
"microsoft expands mainframe pitch , company is upgrading current support and service program to draw more mainframe customers",0
"u s justice department cracks down internet crime , the fbi seized computers , software and equipment as part of an investigation into illegal sharing of copyrighted movies , music and games over an internet peer to peer network , attorney general john ashcroft announced wednesday",0
"global server sales on the rise , sales of server systems rose 7 7 percent globally in the second quarter to 11 55 billion as demand for information technology remained strong after a three year downturn , market research firm gartner said in a statement",1
